person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
joshua92,GB66XWBD08869676284392,Diners Club,3537470844917600,2025-07-31 05:48:54,BabyChakra,Dining,34930.95,INR,Bank Transfer,Port Jessica,Refund,December,Approved
jacobwood,GB58OJNJ23452967817181,VISA,213128275113019,2025-11-24 00:54:17,Spencer’s Retail,Health,43059.20,INR,Bank Transfer,Bernardland,Withdrawal,August,Declined
charlesmaldonado,GB60RCLJ63223283680034,rupay,4712425006080124464,2025-06-13 17:11:41,Big Bazaar,Electronics,55009.50,INR,Mobile Payment,Jamieville,Purchase,September,Reversed
staffordkenneth,GB30CMBO10177325152072,Diners Club,3597861855644363,2025-12-21 11:56:12,Pantaloons,Electronics,57074.45,INR,Bank Transfer,Danielchester,Withdrawal,December,Reversed
dscott,GB47HTJH48575281112547,Maestro,340471366121400,2025-11-15 03:05:41,Big Bazaar,Health,35723.51,INR,Mobile Payment,Mooremouth,Withdrawal,June,Declined
jenna86,GB92DILS66848816162073,VISA,2255367537222565,2025-06-15 11:40:17,FirstCry,Grocery,94685.81,INR,NEFT,Riveraton,Deposit,August,Pending
hurleykyle,GB25IRUN28365359099361,Discover,180083014422677,2025-12-23 01:26:14,Metro Cash & Carry India,Electronics,11453.88,INR,NEFT,Jonton,Refund,August,Reversed
fryjennifer,GB56WTZC25849520782413,saphiro,2227992600277066,2025-01-18 04:46:40,Flipkart,Travel,94137.24,INR,Debit Card,South Joe,Refund,August,Approved
wheelerlaurie,GB47ITJU56438257885901,Maestro,4471696730209963131,2025-01-19 20:39:42,BlueStone,Travel,57144.00,INR,RTGS,Durhammouth,Purchase,November,Reversed
ericmiranda,GB55TPMN56617922310688,Maestro,3513782991078061,2025-11-08 23:54:22,Reliance Retail,Electronics,22892.55,INR,Debit Card,Wigginsville,Deposit,December,Pending
xgarrett,GB33WUUX50791757852306,Maestro,4453473877846058,2025-02-24 23:08:00,Pantaloons,Grocery,82176.58,INR,Bank Transfer,Melissaborough,Purchase,May,Pending
matthewbailey,GB90IAFI58025204005534,Mastercard,6011595296487633,2025-02-13 02:25:10,Pantaloons,Travel,33817.02,INR,UPI,New Sharon,Purchase,December,Declined
ashley30,GB24IWVG21550238447225,American Express,180097980440976,2025-05-25 05:02:12,Brand Factory,Health,83943.69,INR,NEFT,Kelliestad,Purchase,July,Pending
owalters,GB42BRQK35202390742491,saphiro,2488007312877451,2025-01-15 10:11:17,Bewakoof,Dining,41129.27,INR,Bank Transfer,South Connorbury,Purchase,November,Declined
cynthiaking,GB77KQZG63852282492219,Maestro,378130841396285,2025-07-21 00:04:44,Fabindia,Electronics,72598.54,INR,RTGS,Evansmouth,Refund,April,Declined
fryjennifer,GB55KFWE01130246277096,saphiro,4328848799277,2025-12-27 04:11:24,Big Bazaar,Electronics,56634.19,INR,Bank Transfer,Lake Kevintown,Withdrawal,April,Declined
jonesrodney,GB15ZPOP99317020579145,Discover,180039101430411,2025-05-21 09:12:57,Flipkart,Health,79330.31,INR,UPI,Port James,Deposit,July,Declined
rodriguezmatthew,GB13NBRE27451890334930,Maestro,4252649985398255,2025-05-26 00:46:23,Urban Ladder,Clothing,78960.77,INR,UPI,Sandersmouth,Purchase,August,Approved
thompsonmeredith,GB42MKFC24765125038430,VISA,3571513258084701,2025-09-22 18:06:12,Titan Company,Electronics,89335.30,INR,Debit Card,Lake Nicholas,Deposit,October,Declined
rodriguezdavid,GB87EKUA68805223657600,Diners Club,3590416371604289,2025-12-10 17:44:54,Pantaloons,Electronics,62980.38,INR,Debit Card,Phillipstown,Refund,February,Reversed
shortelizabeth,GB19TVQC75740539223323,VISA,2287794566192678,2025-10-23 08:26:47,Lenskart,Dining,35404.94,INR,Debit Card,Lake Stephaniestad,Withdrawal,August,Declined
arthur90,GB72TGXD00731736225543,rupay,180068615340519,2025-04-21 04:36:39,Aditya Birla Retai,Grocery,29830.53,INR,NEFT,Mendozaland,Deposit,August,Pending
ucameron,GB15EZOB84211413204703,VISA,6011715323087095,2025-08-24 10:56:13,Godrej Consumer Products,Travel,40760.71,INR,Debit Card,East Angelaport,Purchase,December,Reversed
reedjeffrey,GB95PHTR25091220915970,saphiro,4441971833324156,2025-05-24 12:25:34,Titan Company,Dining,88335.43,INR,Credit Card,West Craigland,Withdrawal,July,Approved
janet80,GB38HVVC15432127092555,VISA,4605543682076,2025-08-13 22:31:48,Future Group,Electronics,77421.21,INR,RTGS,Karlafurt,Deposit,June,Declined
romerovanessa,GB44XESK99280124199624,rupay,2259908593876855,2025-07-25 15:58:44,Myntra,Clothing,70369.92,INR,Bank Transfer,East Richardmouth,Deposit,December,Pending
thomasortiz,GB44CGOG31645292221261,saphiro,38924461572460,2025-10-15 19:08:44,Lenskart,Grocery,61137.93,INR,Debit Card,New Justin,Refund,June,Approved
george52,GB67UGUL68056949461542,VISA,3553182783877302,2025-10-14 23:06:35,Westside,Dining,36307.20,INR,UPI,Peterview,Refund,January,Pending
meganjones,GB91KSXD86903673601530,saphiro,4651135269624733593,2025-05-04 03:23:32,Spar Hypermarket,Dining,49270.16,INR,Credit Card,Susanchester,Withdrawal,December,Pending
xgriffith,GB76VQGM33113170035586,amex,4064355660137,2025-02-23 07:49:26,Pantaloons,Travel,73622.23,INR,UPI,Delacruzmouth,Purchase,March,Declined
llawrence,GB25IJYM22927808287197,VISA,4192066394722959714,2025-10-03 22:03:49,Spar Hypermarket,Clothing,19060.58,INR,Bank Transfer,Powersmouth,Withdrawal,June,Approved
rubiojocelyn,GB74RKOD16543823448803,Discover,576019973857,2025-03-27 23:41:23,IKEA India,Travel,87571.52,INR,Credit Card,West Katherinemouth,Deposit,December,Pending
antonio42,GB26FLQF76118299469420,VISA,370425858735716,2025-01-02 12:59:13,FirstCry,Electronics,90498.95,INR,Bank Transfer,Wayneland,Refund,October,Approved
vaughnkatie,GB98VSUI28661244274809,Mastercard,4774299894890254,2025-12-27 10:35:39,BabyChakra,Dining,8270.93,INR,Mobile Payment,Donaldfort,Refund,April,Declined
leslielopez,GB52ZBRM25217019381476,VISA,213153338983927,2025-04-18 23:40:40,Big Bazaar,Health,37480.72,INR,Mobile Payment,West Kaylaland,Refund,January,Pending
zacharynguyen,GB48HASQ31881686252455,VISA,3534615725055341,2025-03-29 08:29:17,DMart,Clothing,5996.65,INR,Bank Transfer,Michelestad,Deposit,May,Approved
smithrobert,GB24VDXJ95526293638091,VISA,373365499027353,2025-06-04 19:54:56,Godrej Consumer Products,Grocery,9075.98,INR,RTGS,West Haileyside,Refund,June,Declined
greernancy,GB63QEMJ64031970394881,VISA,3565152037516853,2025-11-01 02:07:05,DMart,Dining,18050.09,INR,Credit Card,Jessicaside,Deposit,November,Reversed
barajasbrenda,GB13TJXN79475662393871,Discover,4302979475521516,2025-11-04 05:55:53,V-Mart Retail Ltd,Electronics,61010.17,INR,Bank Transfer,Port Brandyside,Refund,September,Declined
ashleyreyes,GB36OCAO94493792386096,VISA,374859459828882,2025-01-01 14:45:09,JioMart,Grocery,7996.74,INR,NEFT,New Reginaldburgh,Refund,January,Declined
lauraswanson,GB75OCJW83585503232788,VISA,372471348051478,2025-10-13 06:37:28,DMart,Electronics,18673.23,INR,Mobile Payment,Deleonside,Deposit,February,Approved
leanne,GB30LUIR01046817368031,VISA,4335843979510611991,2025-06-29 19:56:26,Foodhall,Grocery,70999.39,INR,Bank Transfer,New Katieside,Withdrawal,April,Reversed
chadmccann,GB86UJFP09841930369360,VISA,213132079773291,2025-12-08 12:45:30,Titan Company,Dining,93374.63,INR,Bank Transfer,Drewmouth,Withdrawal,March,Declined
samantha19,GB05DTTZ79985544517297,American Express,4520081992742687208,2025-03-03 05:22:30,Brand Factory,Clothing,96597.07,INR,UPI,New Emily,Refund,June,Approved
jorgekelly,GB76NNAR90521571935927,Discover,3518549952787773,2025-09-16 05:36:59,Nilgiris,Grocery,47023.45,INR,RTGS,Buchananburgh,Deposit,December,Pending
ryanhinton,GB09AKEZ45643294998936,saphiro,4692166720050040,2025-04-19 02:06:08,Westside,Grocery,78738.12,INR,Bank Transfer,Lake Bonnie,Purchase,January,Approved
fstewart,GB53TTSH70335992025827,Mastercard,4730380102663,2025-02-10 20:11:28,Godrej Consumer Products,Grocery,36962.77,INR,RTGS,New David,Withdrawal,November,Reversed
mooreanthony,GB16IBQJ93105155558802,Discover,503821945634,2025-09-15 05:58:41,Decathlon India,Electronics,60429.85,INR,RTGS,East Susan,Withdrawal,October,Reversed
ijohnson,GB67FCRC06043433711602,Maestro,180083014422677,2025-10-05 03:00:47,Central,Dining,44667.71,INR,Debit Card,Lake Mark,Refund,July,Declined
jerryjohnson,GB56PIDS15107299366325,saphiro,2265654644533598,2025-08-01 00:54:44,Trends,Dining,19996.84,INR,Debit Card,Cortezland,Withdrawal,June,Pending
kathy79,GB53ZDSN88334060311335,amex,3556753522638804,2025-08-15 03:29:46,Infiniti Retail Ltd,Health,51268.11,INR,Debit Card,Bradleychester,Withdrawal,June,Pending
sduncan,GB64EKLO02987349347057,VISA,4561398090324766,2025-06-22 16:15:20,Pepperfry,Electronics,67284.88,INR,Debit Card,Laurenton,Withdrawal,January,Declined
janet80,GB37LPGP59412051066719,American Express,3584601799397214,2025-01-03 22:01:11,Flipkart,Clothing,83664.14,INR,NEFT,Fieldstown,Purchase,July,Declined
ritasmith,GB73USID86413040489335,VISA,30332036409812,2025-07-07 01:19:32,Central,Grocery,10161.14,INR,Bank Transfer,Robertsville,Purchase,October,Approved
cunninghambradley,GB83DQAC11213001613306,amex,4551197508238987658,2025-09-03 05:59:37,IKEA India,Travel,38717.60,INR,Credit Card,New Carlview,Withdrawal,October,Declined
christine72,GB59DSYF44324223551898,rupay,30478994484600,2025-05-19 08:03:01,V-Mart Retail Ltd,Electronics,66883.49,INR,NEFT,Lake Rachelmouth,Refund,February,Declined
arielli,GB32IZMY49705771363374,rupay,3574053785658757,2025-12-08 17:12:35,Central,Electronics,1588.25,INR,Debit Card,Santosstad,Refund,July,Declined
fergusonbrandon,GB34WPJQ94813490831663,amex,344925822601269,2025-10-03 07:47:57,Lenskart,Grocery,46291.54,INR,Debit Card,Ruthborough,Purchase,March,Reversed
eric48,GB13EWLL70108338490540,VISA,38027948374144,2025-01-17 19:06:51,Future Group,Health,1667.15,INR,Debit Card,Lake Katrina,Withdrawal,April,Declined
summerschristine,GB85DCMV14218414839332,Discover,6011009437543171,2025-09-29 22:11:51,V-Mart Retail Ltd,Health,22108.03,INR,UPI,East Eric,Deposit,September,Approved
cynthiaking,GB83QJDW87311979820017,saphiro,3535900652708578,2025-06-04 16:41:00,Spencer’s Retail,Clothing,11599.64,INR,Mobile Payment,South Jenniferfurt,Refund,October,Pending
ycollins,GB27URAX77415724368782,Discover,3535453407458511,2025-05-11 21:52:18,Bewakoof,Travel,90699.15,INR,Mobile Payment,West Stephaniechester,Deposit,April,Approved
earnold,GB55GOPZ58836176458039,VISA,377182070902490,2025-05-23 11:56:06,Foodhall,Travel,82612.11,INR,Mobile Payment,Princechester,Deposit,January,Pending
kyle65,GB32ILGU00452423777338,Maestro,4262765377760568484,2025-06-08 20:16:42,Snapdeal,Grocery,79919.29,INR,Bank Transfer,Laurenshire,Purchase,April,Reversed
qbrown,GB30CCMB22143706534827,Maestro,4148564098932270,2025-03-19 15:24:52,Central,Clothing,52079.40,INR,UPI,South Jasmine,Deposit,May,Approved
reynoldsjennifer,GB95XFGC91912159969272,saphiro,639063240308,2025-09-19 05:20:00,Fabindia,Grocery,61958.50,INR,Credit Card,West Carmenville,Purchase,May,Reversed
tony19,GB21CKZI46565891035705,Discover,30580696520787,2025-05-25 16:32:47,Meesho,Dining,17555.71,INR,Credit Card,Port Kimmouth,Withdrawal,March,Declined
zpowell,GB42YQUY49349340286744,Discover,675982373275,2025-06-07 20:38:51,Pepperfry,Electronics,76439.89,INR,Mobile Payment,Tinamouth,Purchase,September,Approved
christophersmith,GB74KUVP84053402202418,Discover,30499401867773,2025-03-20 05:16:20,Pepperfry,Grocery,74267.39,INR,NEFT,South Dawn,Refund,January,Pending
fernandofriedman,GB68MECD92148206629424,saphiro,3509486549067248,2025-11-27 16:26:41,Urban Ladder,Electronics,6371.01,INR,Bank Transfer,Lake Terri,Purchase,June,Approved
wilsonemily,GB48DWRN70103676602284,American Express,4461393014429917,2025-03-18 18:31:57,Infiniti Retail Ltd,Electronics,26270.53,INR,Debit Card,Lake Kathryn,Deposit,July,Approved
yvelez,GB35URNN38995345228905,amex,30334805686406,2025-07-12 17:26:14,BabyChakra,Dining,40493.33,INR,NEFT,Patriciaview,Purchase,April,Pending
deborah20,GB67ASQN25238079522462,American Express,347313653761998,2025-09-19 13:35:57,Reliance Fresh,Electronics,36763.28,INR,UPI,West Tamimouth,Deposit,June,Pending
bookerkelly,GB89MFGC16025935073667,chhupay,4627525690091,2025-01-26 13:37:01,Trends,Clothing,25246.51,INR,Bank Transfer,North Carrie,Withdrawal,January,Pending
matthewwatts,GB35DRSG34280423919195,VISA,4618324483623149459,2025-08-04 03:43:54,Zivame,Clothing,40316.50,INR,NEFT,Brendaville,Refund,August,Pending
mullinsjessica,GB08HGDZ84928391708928,Maestro,3571513258084701,2025-08-17 19:45:33,Westside,Grocery,39649.22,INR,UPI,Caldwellland,Withdrawal,February,Declined
sheltonmary,GB13WUHD97879582386957,Mastercard,3560479830937779,2025-10-02 15:00:11,Central,Health,79756.30,INR,NEFT,North Natalie,Withdrawal,March,Reversed
jeremiahscott,GB21OPUS69620227678408,amex,6011659733880105,2025-09-12 02:11:54,JioMart,Health,6292.42,INR,UPI,Jacksonside,Withdrawal,December,Approved
tamara74,GB02GWSU01933255517956,Mastercard,4176573871515710,2025-11-04 14:12:53,FirstCry,Grocery,92580.15,INR,RTGS,East Katie,Withdrawal,June,Declined
williamsrichard,GB68YRAS00877652192330,VISA,4193627342610,2025-10-02 00:06:20,BabyChakra,Health,29455.05,INR,Bank Transfer,Hilltown,Withdrawal,October,Reversed
mollyrichardson,GB13VYPV36862203646920,amex,4040745783555949034,2025-06-21 17:54:04,Infiniti Retail Ltd,Travel,70268.01,INR,RTGS,Port Curtis,Withdrawal,March,Approved
mreyes,GB92NZJQ62617549490864,rupay,2272043363229615,2025-10-11 05:45:19,DMart,Travel,49849.99,INR,Mobile Payment,Buckleyburgh,Withdrawal,June,Reversed
martinbrian,GB86MBHV13268314858633,American Express,4662953021272592540,2025-07-25 18:10:13,BabyChakra,Dining,2637.66,INR,UPI,Freemanberg,Purchase,February,Declined
nunezvirginia,GB28KMKV86295686143900,VISA,4451982676038966,2025-04-10 22:24:23,Infiniti Retail Ltd,Clothing,36394.48,INR,NEFT,Lake Marcushaven,Deposit,October,Pending
jennifersmith,GB16WVLL32693736327732,rupay,4075414683752039,2025-02-19 09:46:38,Spencer’s Retail,Dining,29169.37,INR,RTGS,Johnsonchester,Purchase,October,Pending
oharrell,GB06DMJX42810327528213,Diners Club,377973383035410,2025-12-03 01:32:52,Bewakoof,Travel,24142.85,INR,Credit Card,Williamsside,Withdrawal,October,Approved
millerleah,GB22THEX39733426448358,VISA,372998582627423,2025-10-03 11:39:59,IKEA India,Grocery,15424.53,INR,Bank Transfer,Jessicatown,Deposit,October,Approved
kennethchung,GB76SURG14843969146200,Maestro,4800847332974891049,2025-12-01 19:12:11,Reliance Retail,Dining,70529.61,INR,RTGS,Lake Alexandermouth,Refund,September,Reversed
teresahobbs,GB62IOBL15578803054700,American Express,30208186776061,2025-01-20 00:35:58,Spencer’s Retail,Grocery,31354.70,INR,UPI,Laurenstad,Deposit,March,Approved
richardszachary,GB75JKCT32879238445270,VISA,30369640751627,2025-04-03 05:22:25,Myntra,Travel,88959.96,INR,Debit Card,Port Steve,Refund,September,Pending
salinaschase,GB75KZHS53596994763893,Diners Club,4112194141028955778,2025-03-21 12:13:25,Amazon India,Dining,43142.32,INR,Credit Card,Aaronberg,Purchase,April,Declined
nathanmichael,GB50EEXJ41778239347633,American Express,3548632558901438,2025-11-17 12:45:06,Godrej Consumer Products,Electronics,21125.07,INR,Credit Card,Brownington,Refund,February,Pending
rhonda35,GB74EHIY39331879952113,VISA,6561633330406675,2025-03-07 11:15:32,Big Bazaar,Electronics,43521.60,INR,Debit Card,Port Patricktown,Withdrawal,August,Reversed
ucameron,GB38NAYT97594114299758,VISA,4329750404758942564,2025-03-09 11:23:51,Fabindia,Electronics,24211.96,INR,RTGS,Briannaport,Deposit,February,Pending
johnstevenson,GB84ISCQ18998793737570,Maestro,180008897540386,2025-07-28 09:46:23,Meesho,Electronics,93728.98,INR,Credit Card,Port Kristaside,Deposit,November,Pending
julie37,GB46IUWH51646158013608,Mastercard,3504758090300094,2025-06-21 18:15:50,Infiniti Retail Ltd,Electronics,56271.80,INR,UPI,New Heatherchester,Refund,July,Approved
qstone,GB75ZSVQ34270473761212,Maestro,676220037813,2025-09-08 19:12:04,Urban Ladder,Electronics,20332.60,INR,Mobile Payment,Jordanville,Withdrawal,September,Approved
thomaskelly,GB64SYOP80951521722514,chhupay,3519370160396581,2025-11-10 12:50:53,Lenskart,Dining,22291.98,INR,Bank Transfer,Jacobfurt,Refund,November,Declined
moodygarrett,GB82BYGS51184132870827,Mastercard,180042862991530,2025-09-12 22:44:14,FirstCry,Health,62463.53,INR,UPI,Williamhaven,Deposit,June,Approved
obrown,GB36ARMJ30087531647587,VISA,5294830138598481,2025-07-28 15:15:41,Myntra,Travel,33715.06,INR,UPI,West Brian,Purchase,April,Declined
dorispeters,GB72FVWD24162277811059,chhupay,30498628643330,2025-04-09 02:45:36,Zivame,Grocery,4014.83,INR,Debit Card,North Christopher,Withdrawal,January,Declined
ustewart,GB97EOKM05913204081926,amex,3593505992102645,2025-12-28 06:37:21,Infiniti Retail Ltd,Electronics,11088.30,INR,Credit Card,Hamiltonton,Refund,October,Declined
sharonavery,GB55NEQE16078790447580,VISA,6011822606963198,2025-06-30 12:56:14,Reliance Digital,Dining,78636.36,INR,Mobile Payment,North Brianburgh,Refund,February,Reversed
jonathanperez,GB66FRYN36011105058694,Diners Club,213106032991513,2025-10-09 09:09:39,IKEA India,Dining,95430.17,INR,NEFT,West Alexandriaberg,Purchase,December,Declined
jenkinsnathaniel,GB46HWIK40910894745715,Maestro,4551197508238987658,2025-07-20 15:51:54,Snapdeal,Health,57819.42,INR,Debit Card,Donaldbury,Refund,August,Declined
cassidymcgee,GB60AAYS14533126033694,VISA,4622189331813643,2025-01-13 16:26:12,Reliance Digital,Clothing,46504.88,INR,Mobile Payment,North Tammy,Withdrawal,February,Pending
cynthiadominguez,GB45TQDD89092444639636,Maestro,6553252208415831,2025-02-25 21:42:08,Trends,Grocery,69546.12,INR,Credit Card,South Rachelport,Deposit,April,Declined
robersonphilip,GB87WCJY58740857907586,VISA,38744169234381,2025-02-04 23:49:40,Urban Ladder,Clothing,18283.45,INR,Debit Card,Lake Juanfort,Withdrawal,December,Reversed
alitimothy,GB52TGKH55143821106711,Mastercard,213140963205965,2025-05-13 06:04:53,Reliance Digital,Travel,21520.77,INR,Debit Card,Amychester,Deposit,January,Pending
cliffordwells,GB67JTYP89591738999503,saphiro,676161497018,2025-08-26 21:44:23,Reliance Retail,Grocery,44618.79,INR,Credit Card,Johnsonland,Refund,July,Reversed
robinsondiana,GB75VPWL65975787384499,Mastercard,4662953021272592540,2025-11-14 09:24:35,BigBasket,Travel,32684.95,INR,UPI,New Robynport,Refund,August,Approved
ernestshepherd,GB82AXSY85682753297730,American Express,4809713521990876818,2025-07-30 22:22:59,Lenskart,Health,76578.86,INR,Bank Transfer,Port Richardton,Purchase,May,Declined
michael69,GB54SSRN57462060750849,rupay,4557948711156678,2025-04-07 10:10:32,Metro Cash & Carry India,Grocery,74808.11,INR,Debit Card,Port Ellen,Refund,February,Approved
rodgerssandra,GB25QMXP18700722291639,chhupay,4549925463400731059,2025-12-02 04:28:41,BlueStone,Travel,73008.89,INR,Credit Card,Tammieburgh,Deposit,February,Pending
miguel71,GB29TYGN90379559341761,American Express,585755515764,2025-08-24 16:58:31,Reliance Retail,Clothing,38151.31,INR,Debit Card,Lake Lisashire,Withdrawal,September,Pending
udiaz,GB52TNVX55664530938116,VISA,4157560381227673,2025-10-15 01:12:42,Marks & Spencer India,Travel,72916.77,INR,Debit Card,Lake Jasmine,Purchase,June,Pending
michael87,GB37RWRT81151637638425,VISA,5315304851963491,2025-07-22 22:46:52,Avenue Supermarts,Health,3848.80,INR,Credit Card,Lake Michael,Withdrawal,October,Reversed
matthewfuller,GB50VVHS02532190949313,Diners Club,3556987466896107,2025-01-11 04:43:32,Foodhall,Health,93855.18,INR,Debit Card,East Matthewfurt,Refund,September,Reversed
millerleah,GB30QXOL26339910111704,Maestro,3594775995844274,2025-05-25 09:09:28,V-Mart Retail Ltd,Dining,57679.78,INR,Debit Card,Danielville,Deposit,July,Reversed
deborah20,GB35GIPN24876730211763,Mastercard,501829183729,2025-09-15 20:55:39,BabyChakra,Travel,49771.71,INR,NEFT,Lake Judithmouth,Purchase,March,Approved
thomaskelly,GB41AFHQ86776071283461,Diners Club,30332036409812,2025-01-08 21:35:24,Reliance Digital,Health,97455.53,INR,Debit Card,Port Misty,Refund,January,Declined
sstanley,GB67UEBE29794075263323,Diners Club,3501184827273863,2025-05-20 15:24:47,Bewakoof,Health,85096.04,INR,UPI,Darryltown,Refund,February,Approved
danielsedward,GB43YZUO50247126747671,Mastercard,675989668396,2025-01-09 22:02:53,Infiniti Retail Ltd,Travel,42927.35,INR,Debit Card,Bakerfurt,Withdrawal,April,Pending
anthony80,GB73RVKO74901897828234,Mastercard,4532190810886273,2025-06-20 19:06:33,BigBasket,Clothing,98200.89,INR,UPI,Michaelberg,Refund,May,Pending
andrewstrevor,GB17SZOR66927493620580,Mastercard,4520081992742687208,2025-12-21 00:13:14,FirstCry,Clothing,99448.08,INR,Credit Card,Susanview,Refund,September,Reversed
robertfrancis,GB54SOCK79829067309108,American Express,4433657988314478,2025-10-11 15:34:55,Spencer’s Retail,Travel,67422.43,INR,UPI,Garciaville,Deposit,May,Pending
idavenport,GB64YSCS22247960029593,Maestro,180028196990710,2025-01-15 18:57:47,ShopClues,Travel,91250.26,INR,Mobile Payment,Leslieton,Withdrawal,May,Approved
sarahjackson,GB15INGN72071926979541,amex,4831304328895,2025-01-30 04:19:18,Reliance Fresh,Grocery,78622.37,INR,Debit Card,North Michelle,Refund,May,Approved
aaron94,GB49GLBX50199576274997,VISA,4239204678458624,2025-07-10 03:13:35,Foodhall,Clothing,38376.50,INR,UPI,South Yolandaview,Refund,June,Pending
ritasmith,GB44RZTE77021802300338,American Express,3594880317049899,2025-06-25 03:28:43,BigBasket,Clothing,18350.88,INR,NEFT,Silvaview,Withdrawal,May,Reversed
allen93,GB35EJFG36880812211510,chhupay,4846784729552462,2025-03-02 16:33:38,Titan Company,Electronics,51621.55,INR,RTGS,Port Dylan,Refund,August,Reversed
marshallmaria,GB46GWVC17266091434531,amex,346658994713004,2025-09-03 18:53:52,CaratLane,Health,27269.36,INR,RTGS,New David,Refund,August,Reversed
melanie07,GB65SVQJ02956734358641,rupay,180078310412414,2025-02-07 09:23:14,Fabindia,Dining,62992.63,INR,RTGS,Julieville,Purchase,March,Approved
michelleromero,GB41CWMG34619369928904,American Express,3598318492504939,2025-08-05 17:51:10,Bewakoof,Electronics,58614.74,INR,Mobile Payment,Wilsonchester,Deposit,March,Approved
williamsjustin,GB46LKPP46351028958212,amex,4415331850994947533,2025-02-22 04:51:00,Metro Cash & Carry India,Electronics,26496.12,INR,RTGS,North Joshuaville,Withdrawal,August,Pending
joelramirez,GB65MLZD67895790504578,VISA,630497681910,2025-10-19 16:59:19,Marks & Spencer India,Grocery,3030.76,INR,Bank Transfer,Sarahaven,Purchase,December,Pending
morenoshirley,GB80CJYM23224962879803,American Express,6011644067527241,2025-11-09 01:50:05,Spar Hypermarket,Grocery,17847.48,INR,Debit Card,North Curtis,Deposit,May,Approved
joshuawarner,GB66QOUI53638761808177,Diners Club,4305320987892185,2025-11-18 02:17:44,BabyChakra,Health,77282.52,INR,Credit Card,North Michellebury,Deposit,February,Approved
williamskendra,GB65LOJY95862054119658,American Express,676399558953,2025-04-08 08:18:18,BabyChakra,Travel,59494.00,INR,Bank Transfer,Curryborough,Purchase,July,Reversed
grivera,GB19WUBI97955508500636,American Express,38703478355097,2025-09-28 21:41:08,Myntra,Dining,62485.08,INR,Credit Card,Pageview,Withdrawal,January,Pending
marissa73,GB88IYOK82918200119920,Mastercard,3550436251389981,2025-07-24 05:14:42,IKEA India,Health,28695.04,INR,NEFT,North Sabrinaport,Withdrawal,April,Approved
stonekristen,GB17RLEA32527518225698,VISA,180039101430411,2025-07-27 04:31:57,Brand Factory,Grocery,82596.73,INR,RTGS,South Samantha,Purchase,August,Declined
hkline,GB61LLYF69633765962593,Discover,565076113143,2025-06-02 09:17:20,Fabindia,Grocery,5044.75,INR,NEFT,South Rebeccashire,Purchase,October,Reversed
tomsolis,GB77LJTZ69991690458050,Discover,3529271642605482,2025-09-28 20:34:53,Avenue Supermarts,Electronics,53059.73,INR,RTGS,Paulside,Refund,May,Pending
stonekristen,GB28EKZG33326318398413,VISA,180066944488223,2025-09-06 22:06:51,Nilgiris,Travel,55713.17,INR,Bank Transfer,Brianport,Withdrawal,June,Declined
heidipalmer,GB32HJJL74448749455211,American Express,4485296995680,2025-11-09 00:33:26,Pantaloons,Travel,20974.31,INR,Bank Transfer,Nicolemouth,Withdrawal,August,Reversed
sarahjackson,GB91TLBT00137089074660,Discover,30499401867773,2025-06-22 17:12:22,Snapdeal,Clothing,57001.89,INR,Credit Card,North James,Deposit,July,Reversed
uwilson,GB33IKYH97961676917551,chhupay,38027948374144,2025-04-21 05:38:07,CaratLane,Electronics,81413.82,INR,UPI,Port Joseph,Refund,December,Approved
cynthiamcintyre,GB69DRRW77991575730520,amex,30054854337962,2025-10-07 06:12:25,Marks & Spencer India,Travel,49775.06,INR,Bank Transfer,Davischester,Refund,June,Approved
vanessapayne,GB33UFQE85278899527012,saphiro,571796652949,2025-11-03 00:37:26,Godrej Consumer Products,Health,51183.72,INR,Debit Card,South Benjamin,Purchase,September,Reversed
castanedaregina,GB71WVFD55578715219121,rupay,343033774222480,2025-04-07 02:43:02,Avenue Supermarts,Dining,76640.10,INR,UPI,Christopherchester,Purchase,July,Pending
rebecca00,GB37BXTQ80625220319967,VISA,6011121678791045,2025-05-09 13:34:26,Nilgiris,Health,46230.33,INR,Debit Card,Evanchester,Deposit,July,Declined
russellrobert,GB20SKLM42852872076897,VISA,4063822129868082,2025-02-11 09:01:39,Marks & Spencer India,Health,70551.31,INR,Mobile Payment,Elizabethberg,Purchase,May,Approved
michael02,GB30QJZN75882695267096,VISA,4592387327430317,2025-04-06 04:30:16,Shoppers Stop,Grocery,51777.66,INR,Bank Transfer,Longside,Refund,January,Declined
jjohnson,GB26FYRD16828626666870,Maestro,4518166121423,2025-09-10 18:17:12,BigBasket,Health,3295.19,INR,Credit Card,Sarahbury,Refund,January,Reversed
margaretlopez,GB39RQAH45151292325905,VISA,503821945634,2025-08-06 13:56:24,Reliance Retail,Grocery,61984.69,INR,Bank Transfer,Brewerberg,Deposit,December,Declined
robert07,GB49MLAO84155818572261,rupay,676224922069,2025-03-29 14:28:53,Central,Grocery,87653.84,INR,RTGS,Reeseshire,Purchase,January,Reversed
castanedaregina,GB54KDTN10686017275373,Discover,2407953913013558,2025-02-19 04:21:56,Trends,Health,78900.43,INR,RTGS,Port Walterstad,Withdrawal,December,Pending
abaker,GB11TEPN36142447940835,Maestro,371649760442298,2025-06-05 08:28:01,FirstCry,Electronics,46502.49,INR,Debit Card,Lake Matthewfurt,Deposit,July,Pending
